Date,Time,date_time,air_temp_high_24_hour
7/1/2023,07:53AM,07/01/23-07:53AM,69.08
6/30/2023,07:53AM,06/30/23-07:53AM,71.06
6/29/2023,07:53AM,06/29/23-07:53AM,69.98
6/28/2023,07:53AM,06/28/23-07:53AM,69.08
6/27/2023,07:53AM,06/27/23-07:53AM,69.08
6/26/2023,07:53AM,06/26/23-07:53AM,69.98
6/25/2023,07:53AM,06/25/23-07:53AM,71.96
6/24/2023,07:53AM,06/24/23-07:53AM,69.98
6/23/2023,07:53AM,06/23/23-07:53AM,69.98
6/22/2023,07:53AM,06/22/23-07:53AM,71.96
6/21/2023,07:53AM,06/21/23-07:53AM,71.06
6/20/2023,07:53AM,06/20/23-07:53AM,71.06
6/19/2023,07:53AM,06/19/23-07:53AM,68
6/18/2023,07:53AM,06/18/23-07:53AM,69.08
6/17/2023,07:53AM,06/17/23-07:53AM,69.98
6/16/2023,07:53AM,06/16/23-07:53AM,66.92
6/15/2023,07:53AM,06/15/23-07:53AM,64.94
6/14/2023,07:53AM,06/14/23-07:53AM,69.08
6/13/2023,07:53AM,06/13/23-07:53AM,69.98
6/12/2023,07:53AM,06/12/23-07:53AM,69.08
6/11/2023,07:53AM,06/11/23-07:53AM,68
6/10/2023,07:53AM,06/10/23-07:53AM,68
6/9/2023,07:53AM,06/09/23-07:53AM,69.08
6/8/2023,07:53AM,06/08/23-07:53AM,66.92
6/7/2023,07:53AM,06/07/23-07:53AM,64.94
6/6/2023,07:53AM,06/06/23-07:53AM,66.02
6/5/2023,07:53AM,06/05/23-07:53AM,66.92
6/4/2023,07:53AM,06/04/23-07:53AM,69.08
6/3/2023,07:53AM,06/03/23-07:53AM,69.08
6/2/2023,07:53AM,06/02/23-07:53AM,64.94
6/1/2023,07:53AM,06/01/23-07:53AM,68
5/31/2023,07:53AM,05/31/23-07:53AM,66.02
5/30/2023,07:53AM,05/30/23-07:53AM,68
5/29/2023,07:53AM,05/29/23-07:53AM,64.04
5/28/2023,07:53AM,05/28/23-07:53AM,66.92
5/27/2023,07:53AM,05/27/23-07:53AM,68
5/26/2023,07:53AM,05/26/23-07:53AM,64.94
5/25/2023,07:53AM,05/25/23-07:53AM,64.94
5/24/2023,07:53AM,05/24/23-07:53AM,60.98
5/23/2023,07:53AM,05/23/23-07:53AM,64.04
5/22/2023,07:53AM,05/22/23-07:53AM,66.92
5/21/2023,07:53AM,05/21/23-07:53AM,66.92
5/20/2023,07:53AM,05/20/23-07:53AM,64.04
5/19/2023,07:53AM,05/19/23-07:53AM,69.98
5/18/2023,07:53AM,05/18/23-07:53AM,64.04
5/17/2023,07:53AM,05/17/23-07:53AM,66.02
5/16/2023,07:53AM,05/16/23-07:53AM,66.02
5/15/2023,07:53AM,05/15/23-07:53AM,69.98
5/14/2023,07:53AM,05/14/23-07:53AM,66.02
5/13/2023,07:53AM,05/13/23-07:53AM,68
5/12/2023,07:53AM,05/12/23-07:53AM,66.02
5/11/2023,07:53AM,05/11/23-07:53AM,66.02
5/10/2023,07:53AM,05/10/23-07:53AM,66.02
5/9/2023,07:53AM,05/09/23-07:53AM,66.92
5/8/2023,07:53AM,05/08/23-07:53AM,66.92
5/7/2023,07:53AM,05/07/23-07:53AM,66.02
5/6/2023,07:53AM,05/06/23-07:53AM,66.02
5/5/2023,07:53AM,05/05/23-07:53AM,64.04
5/4/2023,07:53AM,05/04/23-07:53AM,64.04
5/3/2023,07:53AM,05/03/23-07:53AM,64.04
5/2/2023,07:53AM,05/02/23-07:53AM,64.04
5/1/2023,07:53AM,05/01/23-07:53AM,62.96
4/30/2023,07:53AM,04/30/23-07:53AM,62.96
4/29/2023,07:53AM,04/29/23-07:53AM,62.96
4/28/2023,07:53AM,04/28/23-07:53AM,62.96
4/27/2023,07:53AM,04/27/23-07:53AM,64.94
4/26/2023,07:53AM,04/26/23-07:53AM,66.92
4/25/2023,07:53AM,04/25/23-07:53AM,66.92
4/24/2023,07:53AM,04/24/23-07:53AM,69.08
4/23/2023,07:53AM,04/23/23-07:53AM,80.96
4/22/2023,07:53AM,04/22/23-07:53AM,82.04
4/21/2023,07:53AM,04/21/23-07:53AM,73.04
4/20/2023,07:53AM,04/20/23-07:53AM,64.94
4/19/2023,07:53AM,04/19/23-07:53AM,64.94
4/18/2023,07:53AM,04/18/23-07:53AM,64.04
4/17/2023,07:53AM,04/17/23-07:53AM,60.98
4/16/2023,07:53AM,04/16/23-07:53AM,64.04
4/15/2023,07:53AM,04/15/23-07:53AM,62.96
4/14/2023,07:53AM,04/14/23-07:53AM,60.08
4/13/2023,07:53AM,04/13/23-07:53AM,60.08
4/12/2023,07:53AM,04/12/23-07:53AM,60.98
4/11/2023,07:53AM,04/11/23-07:53AM,62.96
4/10/2023,07:53AM,04/10/23-07:53AM,62.06
4/9/2023,07:53AM,04/09/23-07:53AM,64.94
4/8/2023,07:53AM,04/08/23-07:53AM,68
4/7/2023,07:53AM,04/07/23-07:53AM,69.98
4/6/2023,07:53AM,04/06/23-07:53AM,64.94
4/5/2023,07:53AM,04/05/23-07:53AM,60.98
4/4/2023,07:53AM,04/04/23-07:53AM,62.06
4/3/2023,07:53AM,04/03/23-07:53AM,62.06
4/2/2023,07:53AM,04/02/23-07:53AM,66.02
4/1/2023,07:53AM,04/01/23-07:53AM,60.98
3/31/2023,07:53AM,03/31/23-07:53AM,59
3/30/2023,07:53AM,03/30/23-07:53AM,59
3/29/2023,07:53AM,03/29/23-07:53AM,68
3/28/2023,07:53AM,03/28/23-07:53AM,71.96
3/27/2023,07:53AM,03/27/23-07:53AM,64.04
3/26/2023,07:53AM,03/26/23-07:53AM,64.94
3/25/2023,07:53AM,03/25/23-07:53AM,62.96
3/24/2023,07:53AM,03/24/23-07:53AM,60.08
3/23/2023,07:53AM,03/23/23-07:53AM,59
3/22/2023,07:53AM,03/22/23-07:53AM,60.08
3/21/2023,07:53AM,03/21/23-07:53AM,60.98
3/20/2023,07:53AM,03/20/23-07:53AM,60.98
3/19/2023,07:53AM,03/19/23-07:53AM,75.02
3/18/2023,07:53AM,03/18/23-07:53AM,62.06
3/17/2023,07:53AM,03/17/23-07:53AM,60.08
3/16/2023,07:53AM,03/16/23-07:53AM,59
3/15/2023,07:53AM,03/15/23-07:53AM,59
3/14/2023,07:53AM,03/14/23-07:53AM,62.06
3/13/2023,07:53AM,03/13/23-07:53AM,62.06
3/12/2023,07:53AM,03/12/23-07:53AM,60.98
3/11/2023,07:53AM,03/11/23-07:53AM,57.02
3/10/2023,07:53AM,03/10/23-07:53AM,62.06
3/9/2023,07:53AM,03/09/23-07:53AM,57.92
3/8/2023,07:53AM,03/08/23-07:53AM,59
3/7/2023,07:53AM,03/07/23-07:53AM,59
3/6/2023,07:53AM,03/06/23-07:53AM,57.92
3/5/2023,07:53AM,03/05/23-07:53AM,59
3/4/2023,07:53AM,03/04/23-07:53AM,59
3/3/2023,07:53AM,03/03/23-07:53AM,60.08
3/2/2023,07:53AM,03/02/23-07:53AM,55.04
3/1/2023,07:53AM,03/01/23-07:53AM,57.02
2/28/2023,07:53AM,02/28/23-07:53AM,53.96
2/27/2023,07:53AM,02/27/23-07:53AM,55.04
2/26/2023,07:53AM,02/26/23-07:53AM,53.96
2/25/2023,07:53AM,02/25/23-07:53AM,55.94
2/24/2023,07:53AM,02/24/23-07:53AM,53.06
2/23/2023,07:53AM,02/23/23-07:53AM,57.02
2/22/2023,07:53AM,02/22/23-07:53AM,62.96
2/21/2023,07:53AM,02/21/23-07:53AM,68
2/20/2023,07:53AM,02/20/23-07:53AM,66.02
2/19/2023,07:53AM,02/19/23-07:53AM,68
2/18/2023,07:53AM,02/18/23-07:53AM,68
2/17/2023,07:53AM,02/17/23-07:53AM,62.96
2/16/2023,07:53AM,02/16/23-07:53AM,62.06
2/15/2023,07:53AM,02/15/23-07:53AM,59
2/14/2023,07:53AM,02/14/23-07:53AM,62.96
2/13/2023,07:53AM,02/13/23-07:53AM,59
2/12/2023,07:53AM,02/12/23-07:53AM,60.08
2/11/2023,07:53AM,02/11/23-07:53AM,78.08
2/10/2023,07:53AM,02/10/23-07:53AM,75.92
2/9/2023,07:53AM,02/09/23-07:53AM,71.06
2/8/2023,07:53AM,02/08/23-07:53AM,66.92
2/7/2023,07:53AM,02/07/23-07:53AM,71.06
2/6/2023,07:53AM,02/06/23-07:53AM,62.96
2/5/2023,07:53AM,02/05/23-07:53AM,66.02
2/4/2023,07:53AM,02/04/23-07:53AM,66.92
2/3/2023,07:53AM,02/03/23-07:53AM,66.92
2/2/2023,07:53AM,02/02/23-07:53AM,64.94
2/1/2023,07:53AM,02/01/23-07:53AM,66.92
1/31/2023,07:53AM,01/31/23-07:53AM,59
1/30/2023,07:53AM,01/30/23-07:53AM,57.02
1/29/2023,07:53AM,01/29/23-07:53AM,62.96
1/28/2023,07:53AM,01/28/23-07:53AM,66.92
1/27/2023,07:53AM,01/27/23-07:53AM,68
1/26/2023,07:53AM,01/26/23-07:53AM,69.08
1/25/2023,07:53AM,01/25/23-07:53AM,64.94
1/24/2023,07:53AM,01/24/23-07:53AM,68
1/23/2023,07:53AM,01/23/23-07:53AM,60.08
1/22/2023,07:53AM,01/22/23-07:53AM,62.06
1/21/2023,07:53AM,01/21/23-07:53AM,59
1/20/2023,07:53AM,01/20/23-07:53AM,57.02
1/19/2023,07:53AM,01/19/23-07:53AM,60.08
1/18/2023,07:53AM,01/18/23-07:53AM,57.92
1/17/2023,07:53AM,01/17/23-07:53AM,59
1/16/2023,07:53AM,01/16/23-07:53AM,59
1/15/2023,07:53AM,01/15/23-07:53AM,59
1/14/2023,07:53AM,01/14/23-07:53AM,64.04
1/13/2023,07:53AM,01/13/23-07:53AM,71.96
1/12/2023,07:53AM,01/12/23-07:53AM,60.98
1/11/2023,07:53AM,01/11/23-07:53AM,62.06
1/10/2023,07:53AM,01/10/23-07:53AM,60.08
1/9/2023,07:53AM,01/09/23-07:53AM,62.96
1/8/2023,07:53AM,01/08/23-07:53AM,68
1/7/2023,07:53AM,01/07/23-07:53AM,62.06
1/6/2023,07:53AM,01/06/23-07:53AM,62.06
1/5/2023,07:53AM,01/05/23-07:53AM,60.98
1/4/2023,07:53AM,01/04/23-07:53AM,57.92
1/3/2023,07:53AM,01/03/23-07:53AM,57.92
1/2/2023,07:53AM,01/02/23-07:53AM,60.98
1/1/2023,07:53AM,01/01/23-07:53AM,60.08
12/31/2022,07:53AM,12/31/22-07:53AM,60.08
12/30/2022,07:53AM,12/30/22-07:53AM,60.08
12/29/2022,07:53AM,12/29/22-07:53AM,62.96
12/28/2022,07:53AM,12/28/22-07:53AM,64.04
12/27/2022,07:53AM,12/27/22-07:53AM,78.08
12/26/2022,07:53AM,12/26/22-07:53AM,82.94
12/25/2022,07:53AM,12/25/22-07:53AM,75.92
12/24/2022,07:53AM,12/24/22-07:53AM,66.02
12/23/2022,07:53AM,12/23/22-07:53AM,69.08
12/22/2022,07:53AM,12/22/22-07:53AM,66.02
12/21/2022,07:53AM,12/21/22-07:53AM,62.96
12/20/2022,07:53AM,12/20/22-07:53AM,64.94
12/19/2022,07:53AM,12/19/22-07:53AM,64.04
12/18/2022,07:53AM,12/18/22-07:53AM,66.02
12/17/2022,07:53AM,12/17/22-07:53AM,69.08
12/16/2022,07:53AM,12/16/22-07:53AM,60.98
12/15/2022,07:53AM,12/15/22-07:53AM,59
12/14/2022,07:53AM,12/14/22-07:53AM,59
12/13/2022,07:53AM,12/13/22-07:53AM,57.02
12/12/2022,07:53AM,12/12/22-07:53AM,59
12/11/2022,07:53AM,12/11/22-07:53AM,62.96
12/10/2022,07:53AM,12/10/22-07:53AM,62.06
12/9/2022,07:53AM,12/09/22-07:53AM,60.08
12/8/2022,07:53AM,12/08/22-07:53AM,60.08
12/7/2022,07:53AM,12/07/22-07:53AM,60.98
12/6/2022,07:53AM,12/06/22-07:53AM,60.98
12/5/2022,07:53AM,12/05/22-07:53AM,64.04
12/4/2022,07:53AM,12/04/22-07:53AM,68
12/3/2022,07:53AM,12/03/22-07:53AM,60.98
12/2/2022,07:53AM,12/02/22-07:53AM,62.06
12/1/2022,07:53AM,12/01/22-07:53AM,64.94
11/30/2022,07:53AM,11/30/22-07:53AM,66.02
11/29/2022,07:53AM,11/29/22-07:53AM,62.96
11/28/2022,07:53AM,11/28/22-07:53AM,66.92
11/27/2022,07:53AM,11/27/22-07:53AM,71.06
11/26/2022,07:53AM,11/26/22-07:53AM,75.92
11/25/2022,07:53AM,11/25/22-07:53AM,78.08
11/24/2022,07:53AM,11/24/22-07:53AM,69.98
11/23/2022,07:53AM,11/23/22-07:53AM,73.94
11/22/2022,07:53AM,11/22/22-07:53AM,77
11/21/2022,07:53AM,11/21/22-07:53AM,77
11/20/2022,07:53AM,11/20/22-07:53AM,75.02
11/19/2022,07:53AM,11/19/22-07:53AM,69.08
11/18/2022,07:53AM,11/18/22-07:53AM,75.02
11/17/2022,07:53AM,11/17/22-07:53AM,73.94
11/16/2022,07:53AM,11/16/22-07:53AM,71.96
11/15/2022,07:53AM,11/15/22-07:53AM,69.08
11/14/2022,07:53AM,11/14/22-07:53AM,68
11/13/2022,07:53AM,11/13/22-07:53AM,68
11/12/2022,07:53AM,11/12/22-07:53AM,71.06
11/11/2022,07:53AM,11/11/22-07:53AM,68
11/10/2022,07:53AM,11/10/22-07:53AM,60.98
11/9/2022,07:53AM,11/09/22-07:53AM,66.92
11/8/2022,07:53AM,11/08/22-07:53AM,64.94
11/7/2022,07:53AM,11/07/22-07:53AM,66.92
11/6/2022,07:53AM,11/06/22-07:53AM,66.02
11/5/2022,07:53AM,11/05/22-07:53AM,66.92
11/4/2022,07:53AM,11/04/22-07:53AM,64.04
11/3/2022,07:53AM,11/03/22-07:53AM,66.92
11/2/2022,07:53AM,11/02/22-07:53AM,71.06
11/1/2022,07:53AM,11/01/22-07:53AM,75.02
10/31/2022,07:53AM,10/31/22-07:53AM,75.02
10/30/2022,07:53AM,10/30/22-07:53AM,71.96
10/29/2022,07:53AM,10/29/22-07:53AM,73.94
10/28/2022,07:53AM,10/28/22-07:53AM,75.02
10/27/2022,07:53AM,10/27/22-07:53AM,71.06
10/26/2022,07:53AM,10/26/22-07:53AM,73.94
10/25/2022,07:53AM,10/25/22-07:53AM,75.02
10/24/2022,07:53AM,10/24/22-07:53AM,71.96
10/23/2022,07:53AM,10/23/22-07:53AM,69.08
10/22/2022,07:53AM,10/22/22-07:53AM,75.92
10/21/2022,07:53AM,10/21/22-07:53AM,86
10/20/2022,07:53AM,10/20/22-07:53AM,93.92
10/19/2022,07:53AM,10/19/22-07:53AM,82.04
10/18/2022,07:53AM,10/18/22-07:53AM,73.94
10/17/2022,07:53AM,10/17/22-07:53AM,71.96
10/16/2022,07:53AM,10/16/22-07:53AM,71.06
10/15/2022,07:53AM,10/15/22-07:53AM,69.08
10/14/2022,07:53AM,10/14/22-07:53AM,69.08
10/13/2022,07:53AM,10/13/22-07:53AM,73.94
10/12/2022,07:53AM,10/12/22-07:53AM,75.02
10/11/2022,07:53AM,10/11/22-07:53AM,75.02
10/10/2022,07:53AM,10/10/22-07:53AM,71.96
10/9/2022,07:53AM,10/09/22-07:53AM,73.94
10/8/2022,07:53AM,10/08/22-07:53AM,75.02
10/7/2022,07:53AM,10/07/22-07:53AM,73.94
10/6/2022,07:53AM,10/06/22-07:53AM,75.02
10/5/2022,07:53AM,10/05/22-07:53AM,77
10/4/2022,07:53AM,10/04/22-07:53AM,73.94
10/3/2022,07:53AM,10/03/22-07:53AM,75.02
10/2/2022,07:53AM,10/02/22-07:53AM,75.02
10/1/2022,07:53AM,10/01/22-07:53AM,75.92
9/30/2022,07:53AM,09/30/22-07:53AM,75.92
9/29/2022,07:53AM,09/29/22-07:53AM,82.94
9/28/2022,07:53AM,09/28/22-07:53AM,80.96
9/27/2022,07:53AM,09/27/22-07:53AM,80.06
9/26/2022,07:53AM,09/26/22-07:53AM,78.08
9/25/2022,07:53AM,09/25/22-07:53AM,80.06
9/24/2022,07:53AM,09/24/22-07:53AM,80.96
9/23/2022,07:53AM,09/23/22-07:53AM,80.06
9/22/2022,07:53AM,09/22/22-07:53AM,77
9/21/2022,07:53AM,09/21/22-07:53AM,77
9/20/2022,07:53AM,09/20/22-07:53AM,77
9/19/2022,07:53AM,09/19/22-07:53AM,73.94
9/18/2022,07:53AM,09/18/22-07:53AM,77
9/17/2022,07:53AM,09/17/22-07:53AM,78.08
9/16/2022,07:53AM,09/16/22-07:53AM,78.08
9/15/2022,07:53AM,09/15/22-07:53AM,80.06
9/14/2022,07:53AM,09/14/22-07:53AM,80.06
9/13/2022,07:53AM,09/13/22-07:53AM,84.02
9/12/2022,07:53AM,09/12/22-07:53AM,84.92
9/11/2022,07:53AM,09/11/22-07:53AM,80.96
9/10/2022,07:53AM,09/10/22-07:53AM,102.02
9/9/2022,07:53AM,09/09/22-07:53AM,96.98
9/8/2022,07:53AM,09/08/22-07:53AM,87.08
9/7/2022,07:53AM,09/07/22-07:53AM,86
9/6/2022,07:53AM,09/06/22-07:53AM,91.04
9/5/2022,07:53AM,09/05/22-07:53AM,100.04
9/4/2022,07:53AM,09/04/22-07:53AM,91.94
9/3/2022,07:53AM,09/03/22-07:53AM,89.96
9/2/2022,07:53AM,09/02/22-07:53AM,87.98
9/1/2022,07:53AM,09/01/22-07:53AM,84.02
8/31/2022,07:53AM,08/31/22-07:53AM,77
8/30/2022,07:53AM,08/30/22-07:53AM,75.92
8/29/2022,07:53AM,08/29/22-07:53AM,75.92
8/28/2022,07:53AM,08/28/22-07:53AM,77
8/27/2022,07:53AM,08/27/22-07:53AM,75.92
8/26/2022,07:53AM,08/26/22-07:53AM,80.06
8/25/2022,07:53AM,08/25/22-07:53AM,78.98
8/24/2022,07:53AM,08/24/22-07:53AM,75.92
8/23/2022,07:53AM,08/23/22-07:53AM,73.94
8/22/2022,07:53AM,08/22/22-07:53AM,77
8/21/2022,07:53AM,08/21/22-07:53AM,80.06
8/20/2022,07:53AM,08/20/22-07:53AM,75.02
8/19/2022,07:53AM,08/19/22-07:53AM,69.98
8/18/2022,07:53AM,08/18/22-07:53AM,75.02
8/17/2022,07:53AM,08/17/22-07:53AM,75.92
8/16/2022,07:53AM,08/16/22-07:53AM,77
8/15/2022,07:53AM,08/15/22-07:53AM,80.06
8/14/2022,07:53AM,08/14/22-07:53AM,82.04
8/13/2022,07:53AM,08/13/22-07:53AM,78.98
8/12/2022,07:53AM,08/12/22-07:53AM,80.06
8/11/2022,07:53AM,08/11/22-07:53AM,84.02
8/10/2022,07:53AM,08/10/22-07:53AM,84.02
8/9/2022,07:53AM,08/09/22-07:53AM,82.04
8/8/2022,07:53AM,08/08/22-07:53AM,82.04
8/7/2022,07:53AM,08/07/22-07:53AM,77
8/6/2022,07:53AM,08/06/22-07:53AM,77
8/5/2022,07:53AM,08/05/22-07:53AM,77
8/4/2022,07:53AM,08/04/22-07:53AM,75.92
8/3/2022,07:53AM,08/03/22-07:53AM,75.92
8/2/2022,07:53AM,08/02/22-07:53AM,78.08
8/1/2022,07:53AM,08/01/22-07:53AM,80.06
7/31/2022,07:53AM,07/31/22-07:53AM,77
7/30/2022,07:53AM,07/30/22-07:53AM,77
7/29/2022,07:53AM,07/29/22-07:53AM,75.92
7/28/2022,07:53AM,07/28/22-07:53AM,73.94
7/27/2022,07:53AM,07/27/22-07:53AM,75.02
7/26/2022,07:53AM,07/26/22-07:53AM,75.92
7/25/2022,07:53AM,07/25/22-07:53AM,75.02
7/24/2022,07:53AM,07/24/22-07:53AM,77
7/23/2022,07:53AM,07/23/22-07:53AM,78.08
